,NUM_COMMANDE,QUANTITE,PRIX_UNITAIRE,MONTANT,DATE_COMMANDE,STATUT,TRIMESTRE,MOIS,ANNEE,TYPE_PRODUIT,CODE_PRODUIT,CLIENT,TELEPHONE,ADRESSE_1,ADRESSE_2,VILLE,ETAT,CODE_POSTAL,PAYS,ZONE_GEOGRAPHIQUE,NOM_CONTACT,PRENOM_CONTACT
491,10304,37,95.55,3535.35,2004/11/10,Envoyé,4,10,2004,Voitures anciennes,S18_1342,Auto Associés & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel
492,10312,43,89.38,3843.33,10/21/2004 0:00,Envoyé,4,10,2004,Voitures anciennes,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
493,10322,43,86.27,3709.6,2004/04/11,Envoyé,4,11,2004,Voitures anciennes,S18_1342,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie
494,10332,46,95.12,4375.52,11/17/2004 0:00,Envoyé,4,11,2004,Voitures anciennes,S18_1342,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
495,10346,42,36.1,1516.2,11/29/2004 0:00,Envoyé,4,11,2004,Voitures anciennes,S18_1342,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue
496,10356,50,50.18,2509.0,2004/09/12,Envoyé,4,12,2004,Voitures anciennes,S18_1342,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel
497,10369,44,210.01,9240.43,1/20/2005 0:00,Envoyé,1,1,2005,Voitures anciennes,S18_1342,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen
498,10380,27,93.16,2515.31,2/16/2005 0:00,Envoyé,1,2,2005,Voitures anciennes,S18_1342,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
499,10391,35,158.51,5547.85,2005/09/03,Envoyé,1,3,2005,Voitures anciennes,S18_1342,"Anna's Decorations, Ltd",299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
500,10422,51,95.54,4872.54,5/30/2005 0:00,En cours,2,5,2005,Voitures anciennes,S18_1342,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung
501,10102,41,50.13,2055.33,2003/10/01,Envoyé,1,1,2003,Voitures anciennes,S18_1367,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael
502,10111,48,49.05,2354.39,3/25/2003 0:00,Envoyé,1,3,2003,Voitures anciennes,S18_1367,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie
503,10126,42,54.99,2309.58,5/28/2003 0:00,Envoyé,2,5,2003,Voitures anciennes,S18_1367,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Martín
504,10139,49,43.13,2113.37,7/16/2003 0:00,Envoyé,3,7,2003,Voitures anciennes,S18_1367,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
505,10149,30,58.2,1746.0,2003/12/09,Envoyé,3,9,2003,Voitures anciennes,S18_1367,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue
506,10162,45,51.2,2304.0,10/18/2003 0:00,Envoyé,4,10,2003,Voitures anciennes,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie
507,10173,48,44.2,2121.6,2003/05/11,Envoyé,4,11,2003,Voitures anciennes,S18_1367,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
508,10182,32,54.43,1741.76,2003/12/11,Envoyé,4,11,2003,Voitures anciennes,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
509,10193,46,53.36,2454.56,11/21/2003 0:00,Envoyé,4,11,2003,Voitures anciennes,S18_1367,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
510,10205,48,63.61,3053.28,2003/03/12,Envoyé,4,12,2003,Voitures anciennes,S18_1367,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
511,10215,33,43.13,1423.29,1/29/2004 0:00,Envoyé,1,1,2004,Voitures anciennes,S18_1367,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve
512,10227,31,48.51,1503.81,2004/02/03,Envoyé,1,3,2004,Voitures anciennes,S18_1367,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
513,10244,20,58.22,1164.4,4/29/2004 0:00,Envoyé,2,4,2004,Voitures anciennes,S18_1367,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
514,10256,29,51.75,1500.75,2004/08/06,Envoyé,2,6,2004,Voitures anciennes,S18_1367,Danish Wholesale Imports,31 12 3555,Vinbæltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
515,10280,27,57.67,1557.09,8/17/2004 0:00,Envoyé,3,8,2004,Voitures anciennes,S18_1367,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
516,10289,24,56.07,1345.68,2004/03/09,Envoyé,3,9,2004,Voitures anciennes,S18_1367,Herkku Gifts,4722673215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
517,10304,37,48.51,1794.87,2004/11/10,Envoyé,4,10,2004,Voitures anciennes,S18_1367,Auto Associés & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel
518,10312,25,44.21,1105.25,10/21/2004 0:00,Envoyé,4,10,2004,Voitures anciennes,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
519,10322,41,57.67,2364.47,2004/04/11,Envoyé,4,11,2004,Voitures anciennes,S18_1367,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie
520,10332,27,89.88,2426.75,11/17/2004 0:00,Envoyé,4,11,2004,Voitures anciennes,S18_1367,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
521,10347,21,58.94,1237.74,11/29/2004 0:00,Envoyé,4,11,2004,Voitures anciennes,S18_1367,"Australian Collectors, Co.",395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
522,10356,22,72.4,1592.8,2004/09/12,Envoyé,4,12,2004,Voitures anciennes,S18_1367,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel
523,10369,32,98.62,3155.84,1/20/2005 0:00,Envoyé,1,1,2005,Voitures anciennes,S18_1367,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen
524,10381,25,52.83,1320.75,2/17/2005 0:00,Envoyé,1,2,2005,Voitures anciennes,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie
525,10391,42,119.0,4998.0,2005/09/03,Envoyé,1,3,2005,Voitures anciennes,S18_1367,"Anna's Decorations, Ltd",299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
526,10422,25,51.75,1293.75,5/30/2005 0:00,En cours,2,5,2005,Voitures anciennes,S18_1367,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung
527,10110,37,146.83,5432.71,3/18/2003 0:00,Envoyé,1,3,2003,Voitures classiques,S18_1589,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
528,10123,26,118.21,3073.46,5/20/2003 0:00,Envoyé,2,5,2003,Voitures classiques,S18_1589,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine
529,10137,44,99.54,4379.76,2003/10/07,Envoyé,3,7,2003,Voitures classiques,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
530,10148,47,124.44,5848.68,2003/11/09,Envoyé,3,9,2003,Voitures classiques,S18_1589,"Anna's Decorations, Ltd",299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
531,10161,43,143.1,6153.3,10/17/2003 0:00,Envoyé,4,10,2003,Voitures classiques,S18_1589,Heintze Collectables,86 21 3555,Smagsloget 45,,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
532,10172,42,118.22,4965.24,2003/05/11,Envoyé,4,11,2003,Voitures classiques,S18_1589,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie
533,10181,42,129.42,5435.64,2003/12/11,Envoyé,4,11,2003,Voitures classiques,S18_1589,Herkku Gifts,4722673215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
534,10192,29,146.83,4258.07,11/20/2003 0:00,Envoyé,4,11,2003,Voitures classiques,S18_1589,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie
535,10204,40,100.8,4032.0,2003/02/12,Envoyé,4,12,2003,Voitures classiques,S18_1589,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff
536,10212,38,118.21,4491.97,1/16/2004 0:00,Envoyé,1,1,2004,Voitures classiques,S18_1589,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
537,10226,38,109.5,4161.0,2/26/2004 0:00,Envoyé,1,2,2004,Voitures classiques,S18_1589,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie
538,10241,21,119.45,2508.45,4/13/2004 0:00,Envoyé,2,4,2004,Voitures classiques,S18_1589,Mini Caravy,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,EMEA,Citeaux,Frédérique
539,10253,24,140.61,3374.64,2004/01/06,Annulé,2,6,2004,Voitures classiques,S18_1589,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
540,10266,36,144.33,5195.88,2004/06/07,Envoyé,3,7,2004,Voitures classiques,S18_1589,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
541,10278,23,113.24,2604.52,2004/06/08,Envoyé,3,8,2004,Voitures classiques,S18_1589,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue
542,10288,20,146.8,2936.0,2004/01/09,Envoyé,3,9,2004,Voitures classiques,S18_1589,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy
543,10301,32,107.01,3424.32,2003/05/10,Envoyé,4,10,2003,Voitures classiques,S18_1589,"Norway Gifts By Mail, Co.",4722121555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
544,10311,29,100.79,2922.91,10/16/2004 0:00,Envoyé,4,10,2004,Voitures classiques,S18_1589,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
545,10321,44,102.03,4489.32,2004/04/11,Envoyé,4,11,2004,Voitures classiques,S18_1589,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta
546,10331,44,110.21,4849.24,11/17/2004 0:00,Envoyé,4,11,2004,Voitures classiques,S18_1589,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa
547,10343,36,162.46,5848.56,11/24/2004 0:00,Envoyé,4,11,2004,Voitures classiques,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
548,10367,49,56.28,2757.72,2005/12/01,Résolu,1,1,2005,Voitures classiques,S18_1589,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie
549,10378,34,42.64,1449.76,2005/10/02,Envoyé,1,2,2005,Voitures classiques,S18_1589,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
550,10407,59,119.46,7048.14,4/22/2005 0:00,En attente,2,4,2005,Voitures classiques,S18_1589,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue
551,10419,37,140.61,5202.57,5/17/2005 0:00,Envoyé,2,5,2005,Voitures classiques,S18_1589,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
552,10106,36,146.63,5278.68,2/17/2003 0:00,Envoyé,1,2,2003,Avions,S18_1662,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
553,10119,43,160.83,6915.69,4/28/2003 0:00,Envoyé,2,4,2003,Avions,S18_1662,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
554,10131,21,132.45,2781.45,6/16/2003 0:00,Envoyé,2,6,2003,Avions,S18_1662,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan
555,10143,32,164.0,5248.0,2003/10/08,Envoyé,3,8,2003,Avions,S18_1662,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C
556,10155,38,171.87,6531.06,2003/06/10,Envoyé,4,10,2003,Avions,S18_1662,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
557,10167,43,134.04,5763.71,10/23/2003 0:00,Annulé,4,10,2003,Avions,S18_1662,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Bräcke,,S-844 67,Sweden,EMEA,Larsson,Maria
558,10178,42,154.54,6490.67,2003/08/11,Envoyé,4,11,2003,Avions,S18_1662,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette
559,10186,32,187.62,6003.84,11/14/2003 0:00,Envoyé,4,11,2003,Avions,S18_1662,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
560,10198,42,178.18,7483.56,11/27/2003 0:00,Envoyé,4,11,2003,Avions,S18_1662,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
561,10210,31,184.48,5718.88,2004/12/01,Envoyé,1,1,2004,Avions,S18_1662,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory
562,10222,49,141.91,6953.59,2/19/2004 0:00,Envoyé,1,2,2004,Avions,S18_1662,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie
563,10250,45,181.33,8159.85,2004/11/05,Envoyé,2,5,2004,Avions,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue
564,10262,49,134.03,6567.47,6/24/2004 0:00,Annulé,2,6,2004,Avions,S18_1662,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
565,10274,41,164.0,6724.0,7/21/2004 0:00,Envoyé,3,7,2004,Avions,S18_1662,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen
566,10284,45,127.73,5747.85,8/21/2004 0:00,Envoyé,3,8,2004,Avions,S18_1662,"Norway Gifts By Mail, Co.",4722121555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
567,10296,36,157.68,5676.48,9/15/2004 0:00,Envoyé,3,9,2004,Avions,S18_1662,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
568,10307,39,189.23,7379.96,10/14/2004 0:00,Envoyé,4,10,2004,Avions,S18_1662,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca
569,10316,27,137.18,3703.86,2004/01/11,Envoyé,4,11,2004,Avions,S18_1662,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
570,10327,25,112.19,2804.75,2004/10/11,Résolu,4,11,2004,Avions,S18_1662,Danish Wholesale Imports,31 12 3555,Vinbæltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
571,10338,41,137.19,5624.79,11/22/2004 0:00,Envoyé,4,11,2004,Avions,S18_1662,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale
572,10351,39,99.52,3881.28,2004/03/12,Envoyé,4,12,2004,Avions,S18_1662,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann
573,10373,28,57.53,1610.84,1/31/2005 0:00,Envoyé,1,1,2005,Avions,S18_1662,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
574,10386,25,54.57,1364.25,2005/01/03,Résolu,1,3,2005,Avions,S18_1662,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
575,10398,33,127.72,4214.76,3/30/2005 0:00,Envoyé,1,3,2005,Avions,S18_1662,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
576,10400,34,189.22,6433.48,2005/01/04,Envoyé,2,4,2005,Avions,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue
577,10416,24,181.34,4352.16,2005/10/05,Envoyé,2,5,2005,Avions,S18_1662,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
578,10100,30,171.7,5151.0,2003/06/01,Envoyé,1,1,2003,Voitures anciennes,S18_1749,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie
579,10110,42,144.5,6069.0,3/18/2003 0:00,Envoyé,1,3,2003,Voitures anciennes,S18_1749,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
580,10124,21,136.0,2856.0,5/21/2003 0:00,Envoyé,2,5,2003,Voitures anciennes,S18_1749,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue
581,10149,34,158.08,5374.72,2003/12/09,Envoyé,3,9,2003,Voitures anciennes,S18_1749,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue
582,10162,29,178.48,5175.92,10/18/2003 0:00,Envoyé,4,10,2003,Voitures anciennes,S18_1749,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie
583,10173,24,146.16,3507.84,2003/05/11,Envoyé,4,11,2003,Voitures anciennes,S18_1749,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
584,10182,44,171.68,7553.92,2003/12/11,Envoyé,4,11,2003,Voitures anciennes,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
585,10193,21,149.57,3140.97,11/21/2003 0:00,Envoyé,4,11,2003,Voitures anciennes,S18_1749,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
586,10204,33,178.48,5889.83,2003/02/12,Envoyé,4,12,2003,Voitures anciennes,S18_1749,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff
587,10214,30,198.9,5967.0,1/26/2004 0:00,Envoyé,1,1,2004,Voitures anciennes,S18_1749,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Martín
588,10227,26,142.76,3711.76,2004/02/03,Envoyé,1,3,2004,Voitures anciennes,S18_1749,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
589,10241,41,185.29,7596.89,4/13/2004 0:00,Envoyé,2,4,2004,Voitures anciennes,S18_1749,Mini Caravy,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,EMEA,Citeaux,Frédérique
590,10280,26,141.07,3667.82,8/17/2004 0:00,Envoyé,3,8,2004,Voitures anciennes,S18_1749,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
591,10288,32,183.59,5874.88,2004/01/09,Envoyé,3,9,2004,Voitures anciennes,S18_1749,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy
592,10302,43,170.0,7310.0,2003/06/10,Envoyé,4,10,2003,Voitures anciennes,S18_1749,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
593,10312,48,168.29,8077.92,10/21/2004 0:00,Envoyé,4,10,2004,Voitures anciennes,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
594,10331,44,74.04,3257.76,11/17/2004 0:00,Envoyé,4,11,2004,Voitures anciennes,S18_1749,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa
595,10344,45,170.0,7650.0,11/25/2004 0:00,Envoyé,4,11,2004,Voitures anciennes,S18_1749,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence
596,10367,37,127.13,4703.8,2005/12/01,Résolu,1,1,2005,Voitures anciennes,S18_1749,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie
597,10379,39,138.44,5399.16,2005/10/02,Envoyé,1,2,2005,Voitures anciennes,S18_1749,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
598,10407,76,185.29,14082.04,4/22/2005 0:00,En attente,2,4,2005,Voitures anciennes,S18_1749,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue
599,10420,37,142.78,5282.86,5/29/2005 0:00,En cours,2,5,2005,Voitures anciennes,S18_1749,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
600,10108,38,82.39,3130.82,2003/03/03,Envoyé,1,3,2003,Voitures classiques,S18_1889,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
601,10122,43,72.38,3112.33,2003/08/05,Envoyé,2,5,2003,Voitures classiques,S18_1889,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence
602,10135,48,79.3,3806.39,2003/02/07,Envoyé,3,7,2003,Voitures classiques,S18_1889,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
603,10147,26,82.38,2141.88,2003/05/09,Envoyé,3,9,2003,Voitures classiques,S18_1889,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen
604,10160,38,88.52,3363.76,2003/11/10,Envoyé,4,10,2003,Voitures classiques,S18_1889,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael
605,10170,20,63.14,1262.8,2003/04/11,Envoyé,4,11,2003,Voitures classiques,S18_1889,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland
606,10181,22,73.91,1626.02,2003/12/11,Envoyé,4,11,2003,Voitures classiques,S18_1889,Herkku Gifts,4722673215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
607,10192,45,90.84,4087.8,11/20/2003 0:00,Envoyé,4,11,2003,Voitures classiques,S18_1889,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie
608,10203,45,85.46,3845.7,2003/02/12,Envoyé,4,12,2003,Voitures classiques,S18_1889,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
609,10212,20,66.99,1339.8,1/16/2004 0:00,Envoyé,1,1,2004,Voitures classiques,S18_1889,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
610,10225,47,64.67,3039.49,2/22/2004 0:00,Envoyé,1,2,2004,Voitures classiques,S18_1889,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Genève,,1203,Switzerland,EMEA,Holz,Michael
611,10239,46,73.92,3400.32,2004/12/04,Envoyé,2,4,2004,Voitures classiques,S18_1889,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
612,10253,23,83.93,1930.39,2004/01/06,Annulé,2,6,2004,Voitures classiques,S18_1889,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
613,10266,33,74.69,2464.77,2004/06/07,Envoyé,3,7,2004,Voitures classiques,S18_1889,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
